sample_date,approved_site_name,latitude,longitude,location_filter,disease_present,pisaster_ochraceus,pycnopodia_helianthoides,pisaster_giganteus,pisaster_brevispinus,evasterias,patiria,strongylocentrotus_purpuratus,species_no_disease_evident,species_disease_evident,name,affiliation,add_to_map
2019-10-01,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata; Henricia spp.;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2021-06-30,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,NONE,Dermasterias imbricata;,Sabine Doenninghaus,,yes
2016-06-30,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,yes,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,Dermasterias imbricata;,Sabine Doenninghaus,,yes
2016-07-19,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,yes,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,Dermasterias imbricata;,Sabine Doenninghaus,,yes
2016-08-16,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,no,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata; Henricia spp.;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2016-09-11,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,species not observed,species not observed,no,no,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2016-11-04,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2016-12-01,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2016-12-13,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2016-12-23,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2016-12-27,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,no,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2017-02-01,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,no,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2017-02-21,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,no,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2017-02-27,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,no,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata; Henricia spp.; Leptychaster pacificus,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2017-03-30,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,no,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata; Henricia spp.;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2017-04-20,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,no,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2017-04-22,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,species not observed,species not observed,no,no,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2017-06-06,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2017-08-14,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2017-08-31,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,no,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata; Henricia spp.;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2017-10-27,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,yes,no,species not observed,species not observed,species not observed,yes,species not observed,species not observed,Dermasterias imbricata; Henricia spp.;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2017-11-18,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,yes,yes,species not observed,species not observed,species not observed,yes,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,Dermasterias imbricata;,Sabine Doenninghaus,,yes
2017-12-13,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,yes,no,species not observed,species not observed,species not observed,yes,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,Dermasterias imbricata;,Sabine Doenninghaus,,yes
2018-01-13,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,yes,yes,species not observed,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2018-02-20,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,no,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata; Henricia spp.;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2018-03-13,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,no,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms); Dermasterias imbricata;,Sabine Doenninghaus,,yes
2018-03-19,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,no,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2018-03-21,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,no,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2018-04-03,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,no,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2018-06-25,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,yes,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,Dermasterias imbricata;,Sabine Doenninghaus,,yes
2018-07-10,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata; Henricia spp.;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2018-08-26,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata; Henricia spp.;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2018-09-07,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,yes,no,species not observed,species not observed,species not observed,yes,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2018-09-09,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,no,no,no,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2018-10-09,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,yes,no,yes,species not observed,species not observed,yes,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2018-10-16,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,yes,no,species not observed,species not observed,species not observed,yes,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2018-10-21,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,yes,no,species not observed,species not observed,species not observed,yes,species not observed,species not observed,Henricia spp.;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2018-10-24,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,yes,no,species not observed,species not observed,species not observed,yes,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
2018-11-18,Cromwell; Gig Harbor,47.269846,-122.61407,intertidal,yes,no,species not observed,species not observed,species not observed,yes,species not observed,species not observed,Dermasterias imbricata; Henricia spp.;,NONE (no additional sea stars observed showing disease symptoms);,Sabine Doenninghaus,,yes
